,consumer_c,broker_c,resourceRequestTime_c,resourceRequestTimeDelta_c,resourceRequestedTime_c,resourceRequestedTimeDelta_c,provider_c,token_c,tags_c,priority_c,resourceRespondedTime_c,resourceRespondedTimeDelta_c,offloadTaskTime_c,offloadTaskTimeDelta_c,offloadedTaskTime_c,offloadedTaskTimeDelta_c,executionTime_c,resultReturnedTime_c,resultReturnedTimeDelta_c,totalTime_c,networkTime_c,consumer_b,resourceRequestTime_b,resourceRequestTimeDelta_b,provider_b,benchmark_b,token_b,tags_b,priority_b,assignResourceTime_b,assignResourceTimeDelta_b,resourceRespondedTime_b,resourceRespondedTimeDelta_b,totalTime_b,networkTime_b,networkTime
2551,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621828823,0,1678621828827,3,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,lx3s7a,local/edge/cloud,1,1678621828829,2,1678621828962,134,1678621828996,33,0,1678621829007,12,184,36,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621828827,0,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,312,lx3s7a,edge,1,1678621828827,0,1678621828830,3,3,3,39
2552,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621836827,0,1678621836836,9,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,t88wu6,local/edge/cloud,1,1678621836840,3,1678621836971,131,1678621837000,29,0,1678621837006,6,178,38,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621836836,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,373,t88wu6,edge,1,1678621836836,0,1678621836841,4,4,4,42
2553,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621844835,0,1678621844840,5,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,8zrhix,local/edge/cloud,1,1678621844846,6,1678621844952,105,1678621844987,35,0,1678621845002,15,166,40,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621844840,0,595d0f9b0643ac846dd31a9a50c0da9d3566fe117ff16f282f971fa01010366c,366,8zrhix,edge,1,1678621844840,0,1678621844846,6,6,6,46
2554,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621852834,0,1678621852841,6,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,rhp2e7,local/edge/cloud,1,1678621852841,1,1678621852951,109,1678621852989,39,0,1678621852998,8,163,45,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621852838,0,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,312,rhp2e7,edge,1,1678621852839,0,1678621852842,3,3,3,48
2555,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621860842,0,1678621860847,5,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,8o50f5,local/edge/cloud,1,1678621860849,2,1678621860985,136,1678621861020,35,0,1678621861033,13,191,40,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621860847,0,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,390,8o50f5,edge,1,1678621860847,0,1678621860849,2,2,2,42
2556,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621868846,0,1678621868850,3,a98b2e8d7b5ba935ae9ec3217f567d9e8b98e9bc8e63b4ba047981ed1837f7fc,a56gbe,local/edge/cloud,1,1678621868851,2,1678621868984,133,1678621869016,32,0,1678621869023,7,177,35,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621868849,0,a98b2e8d7b5ba935ae9ec3217f567d9e8b98e9bc8e63b4ba047981ed1837f7fc,370,a56gbe,edge,1,1678621868850,0,1678621868853,4,4,4,39
2557,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621876847,0,1678621876849,1,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,u9pk1z,local/edge/cloud,1,1678621876850,2,1678621876939,88,1678621877031,92,0,1678621877043,13,196,93,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621876849,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,373,u9pk1z,edge,1,1678621876849,0,1678621876852,2,2,2,95
2558,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621884852,0,1678621884862,10,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,7bhncd,local/edge/cloud,1,1678621884863,0,1678621884964,102,1678621884965,1,0,1678621884976,11,124,11,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621884859,0,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,208,7bhncd,local,1,1678621884859,0,1678621884863,4,4,4,15
2559,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621892856,0,1678621892859,3,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,u16yd7,local/edge/cloud,1,1678621892862,3,1678621892992,130,1678621893022,29,0,1678621893030,9,174,32,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621892858,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,373,u16yd7,edge,1,1678621892859,0,1678621892862,3,3,3,35
2560,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621900857,0,1678621900860,3,1d31065a1def948e7b3145ee36e1ca2cce53e2820a7b60a93b430cc6e65d9edf,g3tjvv,local/edge/cloud,1,1678621900861,1,1678621900863,1,1678621900863,1,0,1678621900869,5,11,4,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621900860,0,1d31065a1def948e7b3145ee36e1ca2cce53e2820a7b60a93b430cc6e65d9edf,194,g3tjvv,local,1,1678621900860,0,1678621900861,1,1,1,5
2561,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621908861,0,1678621908865,3,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,nc8yn1,local/edge/cloud,1,1678621908866,2,1678621908868,1,1678621908868,1,0,1678621908873,5,12,4,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621908865,0,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,208,nc8yn1,local,1,1678621908865,0,1678621908867,1,1,1,5
2562,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621916862,0,1678621916869,7,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,wkw1aq,local/edge/cloud,1,1678621916871,2,1678621917006,135,1678621917040,34,0,1678621917053,13,191,41,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621916869,0,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,298,wkw1aq,edge,1,1678621916869,0,1678621916871,2,2,2,43
2563,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621924864,0,1678621924870,5,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,c5m7kp,local/edge/cloud,1,1678621924872,3,1678621924964,92,1678621924992,28,0,1678621925000,8,136,33,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621924870,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,c5m7kp,edge,1,1678621924870,0,1678621924872,2,2,2,35
2564,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621932866,0,1678621932871,5,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,8kf9py,local/edge/cloud,1,1678621932871,0,1678621932972,101,1678621932972,0,0,1678621932978,6,112,5,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621932869,0,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,208,8kf9py,local,1,1678621932870,0,1678621932871,1,1,1,6
2565,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621940888,0,1678621940890,1,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,d0hmes,local/edge/cloud,1,1678621940893,3,1678621941023,130,1678621941053,30,0,1678621941059,6,170,31,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621940890,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,d0hmes,edge,1,1678621940891,0,1678621940893,2,2,2,33
2566,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621948867,0,1678621948876,9,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,snte1s,local/edge/cloud,1,1678621948879,3,1678621948969,90,1678621949000,30,0,1678621949009,9,141,39,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621948876,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,snte1s,edge,1,1678621948876,0,1678621948879,3,3,3,42
2567,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621956870,0,1678621956874,3,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,ky5m1f,local/edge/cloud,1,1678621956875,1,1678621956956,82,1678621956983,26,0,1678621956995,13,125,29,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621956873,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,ky5m1f,edge,1,1678621956874,0,1678621956875,1,1,1,30
2568,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621964882,0,1678621964884,2,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,skeen5,local/edge/cloud,1,1678621964886,1,1678621964975,90,1678621965007,31,0,1678621965007,1,125,33,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621964884,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,skeen5,edge,1,1678621964884,0,1678621964886,1,1,1,34
2569,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621972884,0,1678621972889,5,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,bt3oy1,local/edge/cloud,1,1678621972889,0,1678621972994,105,1678621973028,34,0,1678621973038,9,153,39,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621972888,0,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,298,bt3oy1,edge,1,1678621972888,0,1678621972890,2,2,2,41
2570,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621980889,0,1678621980899,9,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,ll9gjm,local/edge/cloud,1,1678621980900,2,1678621980904,4,1678621980905,0,0,1678621980911,7,22,9,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621980899,0,224b7d28c918e1c6492756ff998283599c771ca2e2774ecdfe9c69edc6906c13,208,ll9gjm,local,1,1678621980899,0,1678621980900,1,1,1,10
2571,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621988894,0,1678621988899,4,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,bx08bs,local/edge/cloud,1,1678621988901,2,1678621989036,135,1678621989071,35,0,1678621989086,15,191,39,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621988899,0,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,298,bx08bs,edge,1,1678621988899,0,1678621988901,2,2,2,41
2572,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678621996900,0,1678621996905,4,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,11iujg,local/edge/cloud,1,1678621996906,1,1678621996907,2,1678621996907,0,0,1678621996916,8,15,4,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678621996904,0,8d5b6b56bcf3d3af1a5852aab984cb5b0dc3b566dadf86515435ee77cd71f184,214,11iujg,local,1,1678621996905,0,1678621996906,1,1,1,5
2573,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622004922,0,1678622004924,2,496d6ecb50e0091f5b83b9d56bcafed86438e0cf0120906badc32b0b8026f6e3,wpfx4t,local/edge/cloud,1,1678622004925,1,1678622005023,98,1678622005055,32,0,1678622005065,10,143,34,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622004924,0,496d6ecb50e0091f5b83b9d56bcafed86438e0cf0120906badc32b0b8026f6e3,352,wpfx4t,edge,1,1678622004924,0,1678622004925,1,1,1,35
2574,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622012911,0,1678622012913,1,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,0p5key,local/edge/cloud,1,1678622012915,3,1678622013049,133,1678622013080,32,0,1678622013096,15,184,33,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622012912,0,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,312,0p5key,edge,1,1678622012913,0,1678622012916,3,3,3,36
2575,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622020905,0,1678622020916,11,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,xiu1t9,local/edge/cloud,1,1678622020916,0,1678622021045,129,1678622021074,29,0,1678622021081,7,176,40,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622020911,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,xiu1t9,edge,1,1678622020911,0,1678622020917,5,5,5,45
2576,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622028908,0,1678622028909,1,2d125bd64963df9ed2b041f31a909a1e4aa2a7a2a18d7c02c59d5061aa72b494,pyge02,local/edge/cloud,1,1678622028909,0,1678622029044,135,1678622029079,35,0,1678622029092,13,184,36,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622028909,0,2d125bd64963df9ed2b041f31a909a1e4aa2a7a2a18d7c02c59d5061aa72b494,368,pyge02,edge,1,1678622028909,0,1678622028909,0,0,0,36
2577,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622036914,0,1678622036918,4,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,w5d4c2,local/edge/cloud,1,1678622036919,0,1678622037018,100,1678622037051,32,0,1678622037055,4,140,36,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622036917,0,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,312,w5d4c2,edge,1,1678622036917,0,1678622036919,2,2,2,38
2578,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622044922,0,1678622044928,6,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,eui30h,local/edge/cloud,1,1678622044930,2,1678622045016,86,1678622045048,31,0,1678622045055,8,133,37,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622044928,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,eui30h,edge,1,1678622044928,0,1678622044932,3,3,3,40
2579,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622052920,0,1678622052926,5,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,rmd68c,local/edge/cloud,1,1678622052926,0,1678622053031,105,1678622053064,33,0,1678622053071,7,150,38,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622052924,0,c4845917a5567a8fd6139a65a05b10dc4c8f8a02a0269cc8f4470a0051f38503,298,rmd68c,edge,1,1678622052925,0,1678622052927,2,2,2,40
2580,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622060921,0,1678622060925,3,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,ww501h,local/edge/cloud,1,1678622060926,2,1678622061013,87,1678622061042,29,0,1678622061045,3,124,32,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622060925,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,373,ww501h,edge,1,1678622060925,0,1678622060927,2,2,2,34
2581,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622068954,0,1678622068957,3,612e8c92f41512be6f5c29e48065a2d13f1fada2b1139540893181349b403024,qadfw4,local/edge/cloud,1,1678622068958,1,1678622069061,103,1678622069095,34,0,1678622069102,7,148,37,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622068956,0,612e8c92f41512be6f5c29e48065a2d13f1fada2b1139540893181349b403024,366,qadfw4,edge,1,1678622068957,0,1678622068959,2,2,2,39
2582,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622076940,0,1678622076942,2,848a3ee73692fcba08aa87e383d8b7fc4e929eb8e7a5bea59ffaab7814b51739,8micjp,local/edge/cloud,1,1678622076943,0,1678622077044,102,1678622077049,5,0,1678622077055,6,115,7,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622076942,0,848a3ee73692fcba08aa87e383d8b7fc4e929eb8e7a5bea59ffaab7814b51739,167,8micjp,local,1,1678622076942,0,1678622076943,0,0,0,7
2583,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622084942,0,1678622084947,5,1d31065a1def948e7b3145ee36e1ca2cce53e2820a7b60a93b430cc6e65d9edf,tt89cy,local/edge/cloud,1,1678622084948,1,1678622085049,100,1678622085049,1,0,1678622085055,6,113,6,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622084947,0,1d31065a1def948e7b3145ee36e1ca2cce53e2820a7b60a93b430cc6e65d9edf,194,tt89cy,local,1,1678622084947,0,1678622084948,1,1,1,7
2584,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622092944,0,1678622092948,4,1d31065a1def948e7b3145ee36e1ca2cce53e2820a7b60a93b430cc6e65d9edf,u09v1e,local/edge/cloud,1,1678622092950,1,1678622092952,2,1678622092957,5,0,1678622092963,6,18,9,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622092948,0,1d31065a1def948e7b3145ee36e1ca2cce53e2820a7b60a93b430cc6e65d9edf,194,u09v1e,local,1,1678622092949,0,1678622092950,1,1,1,10
2585,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622100944,0,1678622100948,3,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,dlkh7f,local/edge/cloud,1,1678622100949,2,1678622101082,132,1678622101114,32,0,1678622101125,12,181,35,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622100947,0,025482230a223925aa675d234bf740664795aecb78a3d669a08c15a259ef215f,224,dlkh7f,edge,1,1678622100948,0,1678622100950,2,2,2,37
2586,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622108947,0,1678622108951,3,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,7qv0rs,local/edge/cloud,1,1678622108954,3,1678622109083,130,1678622109113,29,0,1678622109119,6,171,32,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622108951,0,ab9748fa853d31bd0f0c46fc77249f4e4d15ee3f34d02720daaf62ad853beb86,373,7qv0rs,edge,1,1678622108951,0,1678622108954,3,3,3,35
2587,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622116949,0,1678622116955,5,2cedc069dfc9974ee602dfa4fa44ec62c0b13a92e7c0a90fa5f49d18cdff021c,06il52,local/edge/cloud,1,1678622116956,1,1678622117079,123,1678622117103,25,8,1678622117130,26,180,30,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622116953,0,2cedc069dfc9974ee602dfa4fa44ec62c0b13a92e7c0a90fa5f49d18cdff021c,302,06il52,edge,1,1678622116954,0,1678622116956,2,2,2,32
2588,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622124978,0,1678622124979,1,496d6ecb50e0091f5b83b9d56bcafed86438e0cf0120906badc32b0b8026f6e3,qqig83,local/edge/cloud,1,1678622124980,1,1678622125113,133,1678622125145,32,0,1678622125152,7,174,33,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622124979,0,496d6ecb50e0091f5b83b9d56bcafed86438e0cf0120906badc32b0b8026f6e3,352,qqig83,edge,1,1678622124979,0,1678622124980,1,1,1,34
2589,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622132965,0,1678622132966,1,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,h1q2j7,local/edge/cloud,1,1678622132969,3,1678622133107,138,1678622133144,37,0,1678622133153,9,188,38,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622132966,0,6700c3b1696d5b48628b8bb6882611b6d9b85397c8e1f78d660df28577ca249d,312,h1q2j7,edge,1,1678622132966,0,1678622132969,3,3,3,41
2590,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,af0dec7914141c90a805842cb87642d59ed389f4a7fc95f6daf30186dc97226b,1678622140967,0,1678622140971,4,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,b21o4k,local/edge/cloud,1,1678622140973,2,1678622141078,104,1678622141112,35,0,1678622141123,10,155,39,c2f8fad3c19c10885f8036dc76f94ce2dc4bb5abacadb565ce004b27c1d53c5f,1678622140971,0,4f52d914564aa52b782305d197d370e13d113b4e08dca354dca9642bef5adbf1,390,b21o4k,edge,1,1678622140971,0,1678622140973,2,2,2,41
